Target Name,Target Pos X,Target Pos Y,Target Heading,Target Velocity,Power,Distance,Hit
sample.Fire,22.19525090200466,233.05734129888802,267.00000000000017,0.0,2.0,314.6111485722119,1
sample.SittingDuck,334.85655260141084,539.1316267778363,81.04921584945114,0.0,2.0,379.0531888449807,1
sample.Walls,220.12885683887487,42.33294501343089,270.0,8.0,3.0,140.12784551130318,0
sample.SittingDuck,338.40588027009267,544.050279931221,81.04921584945114,0.0,2.0,447.7550324891611,1
sample.Walls,22.69943523761458,100.581899475865,270.0,0.0,2.0,510.0810569841983,0
sample.Walls,25.082755183360405,130.1230702833106,270.0,0.0,2.0,694.175081040117,0
sample.Crazy,478.8945783653976,395.91840860102536,121.282307182246,8.0,2.0,237.18674912228914,1
sample.Walls,1.7040608821481555,65.74969926906375,270.0,0.0,1.0,713.0414019593863,0
sample.Crazy,241.693245456189,161.25838982149008,219.28230718224592,8.0,2.0,488.1641728963173,0
sample.Walls,294.0890790572214,108.58334464521624,90.0,8.0,2.0,577.604595493501,0
sample.Walls,736.7463233824958,66.070112851354,90.0,8.0,2.0,461.81503905414144,1
sample.Fire,36.41811223306388,233.50945252662902,106.41291144121769,0.0,2.0,541.2036811886658,1
sample.Walls,384.51923452861575,17.63605017219362,270.0,8.0,2.0,464.86633088107016,0
sample.Fire,20.36781745413026,273.280443705602,337.54666913877355,0.0,2.0,431.50238175574555,0
sample.Walls,-3.7821172359904836,190.91902979870824,0.0,8.0,2.0,376.9668906987468,0
sample.Walls,463.9407757372487,512.7427497625927,90.0,8.0,2.0,398.8366084108736,0
sample.Walls,793.20931034141,474.49284367207554,180.0,8.0,2.0,686.581576715743,0
sample.Walls,700.5814289652501,-24.272845611351613,270.0,8.0,2.0,620.40658848464,0
sample.Walls,21.99816317281531,71.11599574138643,0.0,6.0,3.0,199.9962290098356,0
sample.Walls,135.68796436720322,603.5021520515395,90.0,8.0,2.0,560.8904678254454,0
sample.Walls,815.1001215173458,567.6987710843541,119.99999999999999,0.0,2.0,497.7455641245324,0
sample.Walls,671.5482930872247,27.2984302518839,270.0,8.0,2.0,205.53007909797194,0
sample.Walls,-10.22322981905063,66.05221531282172,280.0,0.0,1.0,783.44280298068,0
sample.Corners,491.8149219947074,31.362273423841714,170.0,0.0,2.0,286.7606006223205,1
sample.Walls,621.303086174303,413.6538677036666,0.0,8.0,3.0,194.5911888820665,1
sample.Walls,596.4435896799253,281.0969486040219,0.0,8.0,3.0,130.44150630678845,0
sample.Corners,482.5805267495647,35.32250859711053,170.0,0.0,2.0,355.99619998376824,1
sample.SittingDuck,734.7565018624678,495.3777076589016,303.49887941135165,0.0,3.0,106.86079667334165,1
sample.Walls,763.6718984501257,283.6035011095659,180.0,8.0,3.0,105.54733021747558,0
sample.Crazy,252.72664441509448,307.2643025856485,176.82624561315077,8.0,2.0,468.91736603454365,0
sample.Walls,687.8983714730523,26.232825715435638,180.0,0.0,2.0,541.9096807767332,1
sample.Fire,413.335943310646,269.20211051893443,78.99999999999997,0.0,2.0,255.88608124497608,1
sample.Walls,747.9724808049343,2.083471235644822,180.0,0.0,2.0,520.8858059030377,1
sample.Walls,472.3339154046089,11.893720374482882,270.0,8.0,2.0,472.1036228937579,1
sample.Walls,469.3513307050566,137.50473441053697,0.0,8.0,2.0,380.36921692326746,1
sample.Walls,670.408961427381,252.2806664250308,90.0,8.0,2.0,544.9419378112525,0
sample.Crazy,165.39476920377845,216.71860236422037,34.8262456131508,8.0,2.0,290.278427087956,0
sample.Crazy,428.22266179260026,366.6559008089249,328.8262456131508,8.0,2.0,441.3633195008539,0
sample.Crazy,209.03683717619265,541.9624819451968,108.82624561315089,-8.0,2.0,218.77010789587735,0
sample.Walls,188.35541801358323,9.111293566610073,270.0,8.0,2.0,317.86969678739274,0
sample.Crazy,28.28198006877566,135.02632344502064,281.0762456131509,-4.0,3.0,41.6359396640088,1
sample.Fire,402.7627600521651,359.308308777919,120.82624561315086,8.0,2.0,325.0543001556572,0
sample.Walls,78.53472542389505,586.7148719798021,40.0,0.0,2.0,446.36027297832317,0
sample.Fire,422.58469447314155,397.8619896418967,177.7769493820676,0.0,2.0,358.33004129893897,0
sample.Crazy,78.75973960195215,227.92594394225307,310.8262456131509,8.0,2.0,207.68606328174283,0
sample.Fire,403.7003184202164,414.09276266641706,265.94559558376585,6.0,2.0,327.71428507305257,1
sample.Crazy,286.73618654723623,217.97408401451543,63.07624561315105,2.0,3.0,122.74040540611756,0
sample.Crazy,406.9916637942756,204.64789031912318,72.82624561315102,8.0,3.0,103.7328207886578,0
sample.Fire,382.0320226777743,404.8177382694155,358.74909884807647,0.0,2.0,310.4801597034195,1
sample.Walls,221.0213361861342,80.02777771505656,270.0,8.0,2.0,383.1595021482008,1
sample.Walls,32.843234333258806,420.7242195397419,0.0,8.0,2.0,692.253427127836,0
sample.Walls,360.231681706216,606.331392054904,90.0,8.0,2.0,421.4558847712664,0
sample.SittingDuck,202.06581197381516,143.77339151273455,306.0629643392374,0.0,3.0,172.05371273899073,1
sample.Walls,791.0539163480677,466.6678826567917,90.0,8.0,2.0,687.4045398348812,0
sample.Corners,8.580321396338448,196.51326546450753,180.0,8.0,3.0,136.87890552903062,0
sample.SittingDuck,196.2235365652759,148.22486960662906,306.0629643392374,0.0,2.0,262.7062364434764,0
sample.Crazy,535.9912863595123,268.55631986749734,244.26654568011963,8.0,2.0,378.94172344482445,0
sample.SittingDuck,200.35364967180945,145.31965303758577,306.0629643392374,0.0,3.0,182.0083438530822,1
sample.Fire,572.5477757142232,230.8220365742691,162.00000000000034,0.0,2.0,453.85284578642893,1
sample.Fire,586.2768028030703,186.81370731337876,156.0000000000002,0.0,2.0,460.75594184104216,1
sample.Crazy,125.75930456239601,29.84690188873941,205.76654568011935,-4.0,2.0,380.0975268868209,0
sample.SittingDuck,189.92496091473691,149.55005757434827,306.0629643392374,0.0,2.0,323.46221249745173,1
sample.Fire,646.7079161208931,226.83337011896663,86.17614098434291,8.0,2.0,535.8719108141805,1
sample.Crazy,223.10128467364774,495.6098304356109,56.26654568011957,8.0,3.0,158.13214562786263,1
sample.Walls,2.6722641379268026,287.2454212956719,0.0,8.0,3.0,193.95228483170283,0
sample.Walls,17.54000654324299,446.873716582319,0.0,8.0,3.0,65.4614074479613,0
sample.Walls,38.238090998994366,574.3403248097593,0.0,8.0,3.0,122.07858954705137,1
sample.Crazy,605.142803407875,544.7372318356005,1.5165456801194415,-2.0,2.0,494.7195935184085,1
sample.Walls,280.81478451413926,560.207253996306,159.24999999999994,0.0,2.0,340.6306364524628,0
sample.Fire,714.533635646588,210.4375149427508,227.2665456801195,0.0,2.0,599.2462105146927,1
sample.Walls,226.59037210769657,7.26422183978454,270.0,5.0,3.0,169.254940882154,0
sample.Fire,719.99695893429,202.76287507530475,182.2665456801194,0.0,2.0,608.922743332706,0
sample.Walls,100.07010013359269,17.046927050658155,270.0,8.0,3.0,115.5566631468007,0
sample.Walls,7.155901828236978,38.2599121937883,309.99999999999994,0.0,3.0,139.98320819180384,1
sample.Crazy,335.21333956338106,37.902948152952916,334.26654568011963,8.0,2.0,217.62757713905455,1
sample.Fire,714.6951835372438,206.20611602870218,182.2665456801194,0.0,2.0,553.418485263275,1
sample.Walls,245.3040640975713,575.4110673459056,90.0,8.0,2.0,327.6956475758639,0
sample.Walls,815.8353849216799,532.7283507591904,180.0,1.0,1.0,835.3405302342835,0
sample.Walls,765.0865570810056,-16.19401045864143,270.0,4.0,2.0,483.9169714621437,0
sample.Walls,23.595333408830925,101.82547058143717,0.0,4.0,2.0,457.3164842871529,0
sample.Walls,97.16806726929156,635.8873377689226,90.0,7.0,1.0,765.03025176381,0
sample.Walls,810.1363220443552,574.7831419038523,159.99999999999994,0.0,2.0,396.9866313992704,0
sample.Walls,544.9148825626469,43.041040870593235,270.0,8.0,2.0,405.21284659781315,0
sample.Walls,-20.852804098937895,67.92348301454405,0.0,1.0,1.0,883.1789329151762,0
sample.Walls,25.645695613249984,617.4437239734391,90.0,0.0,2.0,505.19576687896375,0
sample.Fire,97.45608646360324,122.84091690334367,92.23207161279393,0.0,2.0,610.0613672330203,1
sample.SittingDuck,394.7648404278184,524.2251999683272,236.70312000735836,0.0,2.0,410.94443371740374,0
sample.Fire,87.52595307966897,165.36401568868428,351.65340640935057,6.5,2.0,636.2436472769222,1
sample.Corners,797.7414384346716,579.6771003729522,0.0,0.0,2.0,203.9058772775038,0
sample.Corners,793.0520122987732,579.6976626725418,0.0,0.0,3.0,127.56979339411647,0
sample.Crazy,362.56989560898495,572.8442534941273,138.32694706375932,5.0,2.0,340.5501280727176,0
sample.Fire,88.42651774069907,123.48243883953336,346.6534064093505,0.0,2.0,692.3260871723055,1
sample.SittingDuck,354.2178472695269,490.5538830507893,236.70312000735836,0.0,2.0,298.4510058194202,0
sample.Fire,76.29659427106321,168.22658631714197,335.6534064093507,0.0,2.0,626.4166468012785,1
sample.Corners,798.342904616313,576.4441658141923,0.0,0.0,2.0,226.60110819661753,0
sample.SittingDuck,378.96472886576095,513.0797864982685,236.70312000735836,0.0,2.0,342.42538665137397,1
sample.Fire,51.194604382530315,122.02348680055833,269.8269470637596,6.5,2.0,636.5417689313198,1
sample.Corners,805.4639662505867,575.5190604842296,0.0,0.0,2.0,333.3278617119637,0
sample.Fire,59.91580855280506,72.60539383434985,346.15340640935113,0.0,2.0,604.6084074548362,1
sample.Fire,24.907353288226318,116.2413813337691,321.0,0.0,2.0,686.4708623770742,1
sample.Fire,22.126479317882513,67.21573398772085,348.15340640935176,0.0,1.0,763.9603391022944,1
sample.Crazy,434.4280316981839,214.11713426956555,59.82694706375951,8.0,2.0,436.23036970956304,1
sample.Crazy,720.3052270955665,209.40714699491292,179.82694706375983,8.0,2.0,327.9343265159217,0
sample.Fire,48.0820706808297,98.80801007154076,268.85175166911785,0.0,2.0,618.5610803841505,1
sample.Walls,779.5649016669202,527.1902551192483,119.99999999999999,0.0,2.0,338.5622386426898,0
sample.Crazy,562.3443039300506,31.44082099232105,247.82694706375966,-8.0,2.0,465.12075764679656,0
sample.Fire,47.798213765068624,139.8481910347788,353.8269470637596,0.0,2.0,470.95379071781116,1
sample.Crazy,450.53973299634026,426.9926129158588,211.82694706375975,-8.0,3.0,172.27238368889445,1
sample.Fire,69.4333318586086,87.33820265785351,324.6846564093527,0.0,2.0,480.0079472588161,0
sample.Walls,192.66470135901014,9.721369689803453,270.0,8.0,2.0,476.61221382260874,0
sample.Walls,69.1734646150206,577.5229019728407,40.0,0.0,2.0,294.6962375451762,0
sample.Walls,634.6500401216255,546.328273467611,90.0,8.0,1.0,715.4212220581489,0
sample.Walls,788.8923447961199,190.4122144698861,180.0,8.0,2.0,506.36342043973264,0
sample.Walls,171.88503751097397,65.96420099348558,270.0,8.0,2.0,295.53461168816165,0
sample.Walls,59.27577779493515,478.1239562798722,0.0,8.0,2.0,694.9102095524556,0
sample.Walls,513.8508882041128,595.3946530012452,90.0,8.0,2.0,424.313375462587,0
sample.Walls,740.8254329580031,115.33387837006487,180.0,8.0,2.0,253.4819463378189,1
sample.Walls,243.8244802956782,61.81628874051438,270.0,8.0,2.0,655.7821402443217,0
sample.Walls,4.168018719327165,313.7350979134417,0.0,8.0,2.0,532.8004950056901,0
sample.Walls,467.44159340405827,552.7572787966565,90.0,8.0,3.0,168.4021197126134,0
sample.Walls,748.6842415025935,290.32116780492913,180.0,8.0,2.0,682.085822956915,0
sample.Walls,611.5657529167727,-17.928252755104552,270.0,8.0,2.0,591.7911164035403,0
sample.Fire,66.82409143610127,155.5637579610618,220.13530085136327,0.0,2.0,328.708939819759,1
sample.SittingDuck,125.93545559918627,225.47384227283482,58.581563029989034,0.0,2.0,310.32690605394424,1
sample.Corners,617.3138294812942,421.4041777237097,0.0,8.0,2.0,534.6630675347373,0
sample.Corners,377.8197073335629,562.9635392123571,270.0,8.0,2.0,313.17370171545946,0
sample.SittingDuck,156.02873824693737,232.50917843336742,58.581563029989034,0.0,3.0,149.9004888933775,1
sample.Crazy,433.0869350113744,132.1449945783566,286.1332282494901,8.0,2.0,420.07443723472664,0
sample.Corners,46.453784301352584,581.6962641444661,270.0,0.0,3.0,174.47746769183752,1
sample.Crazy,203.47239057895092,440.3397778240304,109.1332282494899,-8.0,3.0,69.43219413714024,1
sample.Crazy,124.93558144132263,284.4565605226329,247.13322824949012,8.0,3.0,95.53161906609138,1
sample.Crazy,11.281259285975523,304.9115066086501,316.1332282494901,-1.0,3.0,98.16195367916586,0
sample.Crazy,205.84474920974606,377.02790105970234,183.13322824949006,8.0,3.0,66.84955444606072,0
sample.Corners,30.485123940009405,591.746702173485,270.0,0.0,2.0,203.8161704372921,0
sample.Crazy,223.30044909944607,243.26313197358027,326.38322824949023,-8.0,3.0,86.70157806911155,1
sample.SittingDuck,148.86271152758286,231.57016863041056,58.581563029989034,0.0,3.0,92.5395963993541,0
sample.Corners,31.319966213712917,594.8903191523367,270.0,0.0,2.0,239.82204518726357,1
sample.Crazy,293.9549099630858,377.78726532750807,343.6332282494901,-4.0,3.0,44.16453894982622,1
sample.SittingDuck,137.69049034800025,246.016665450194,58.581563029989034,0.0,3.0,149.634043687256,1
sample.Fire,38.090285443964035,245.46810166509198,267.70647225796387,1.0,2.0,289.27504068431426,0
sample.Walls,703.2662852631752,555.9903825041916,90.0,8.0,2.0,380.327831100674,0
sample.Fire,3.838985691496248,248.2977328850481,267.70647225796387,0.0,2.0,337.92455290040965,1
sample.Walls,751.3424111691003,-12.73157865999923,229.99999999999994,0.0,2.0,605.1127111863384,0
sample.Fire,17.72430110684917,201.86988635025867,339.49937990965293,0.0,2.0,375.77135674094467,1
sample.Walls,-11.323966018972499,42.062490152316286,270.0,0.0,2.0,527.8283421889978,1
sample.Walls,27.81562800779207,605.3430307144623,50.0,0.0,2.0,342.16229239505185,0
sample.Walls,787.7384079666472,501.02513541708845,180.0,8.0,2.0,405.63956268061656,0
sample.Walls,515.9787964625265,5.2086000194159965,270.0,8.0,2.0,454.4846089013418,0
sample.Walls,-9.569366618048434,109.26650737559169,0.0,8.0,2.0,434.0707012639851,0
sample.Walls,334.2029330847055,566.854577254846,90.0,8.0,2.0,300.54124918227023,0
sample.Walls,808.1121698594171,519.0638675368946,180.0,5.0,1.0,772.0616924115684,0
sample.Walls,743.5124356404546,-26.309978789751426,270.0,8.0,2.0,622.3540206165159,0
sample.Walls,25.90653424700463,93.3720999768367,0.0,5.0,2.0,349.30361530461755,0
sample.Walls,63.35855866253132,628.3742859823383,90.0,2.0,1.0,745.0877718496304,0
sample.Walls,751.7355215271821,584.4137476156975,90.0,8.0,2.0,466.4897541309347,0
sample.Walls,713.3817267753474,25.315650970770378,270.0,5.0,2.0,310.45024780299394,0
sample.Walls,76.36229537409326,59.89373398710063,270.0,8.0,1.0,795.3837335595665,0
sample.Corners,404.42605802225563,169.78596805661152,180.0,8.0,2.0,279.6584054263037,0
sample.Walls,739.104970270001,78.3946097722839,180.0,7.0,3.0,59.00293136360508,1
sample.Walls,747.5663058462318,55.57961202432329,180.0,1.0,3.0,36.801508173771296,0
sample.SittingDuck,366.2355380974258,492.1103230501516,26.331635178234887,0.0,2.0,509.14847034983114,0
sample.Walls,731.6314333331636,58.01085950775153,270.0,1.0,3.0,102.1538287733238,0
sample.Walls,629.3188298448422,60.30641907869324,270.0,8.0,3.0,121.34758623462089,0
sample.SittingDuck,337.02377086387565,465.53560430197797,26.331635178234887,0.0,2.0,484.63467900779693,1
sample.Corners,671.6162638406637,28.60828454810499,90.0,0.0,2.0,269.73806717149665,1
sample.Fire,384.25994404219574,359.49276710891866,86.71832002670673,0.0,2.0,337.12984035702476,1
sample.Corners,648.0705502459871,32.63000273723992,90.0,0.0,2.0,397.7236489361348,1
sample.Fire,361.8346218454701,288.588441795785,11.560727586172034,0.0,2.0,357.6867936640373,0
sample.Corners,677.4389302521067,14.167163094376292,90.0,0.0,2.0,461.4645168714647,1
sample.Fire,383.3670120508537,339.05853231269583,34.03270101464111,0.0,2.0,316.5287677765149,0
sample.Walls,778.8283246910111,546.7475853308797,180.0,1.0,3.0,197.34181692757542,0
sample.Crazy,398.96876192429835,46.26611892635492,48.28270101464105,7.0,2.0,464.9229967399481,0
sample.Crazy,681.9943307653821,146.153183335508,172.03270101464105,-8.0,2.0,443.8802110472403,1
sample.Walls,731.0385647378848,-32.06966453794905,219.99999999999994,0.0,1.0,738.2520144264395,0
sample.Crazy,-14.654628795912544,29.32975681362626,220.03270101464116,-1.0,2.0,458.5243381883656,1
sample.Fire,394.1583737775803,234.1151875730451,335.08959039016395,0.0,2.0,441.9041355569855,0
sample.Crazy,186.78148493316397,334.6498278259731,346.78270101464125,-2.0,3.0,39.8152672860364,1
sample.Fire,469.955458212439,249.8339106872473,86.16519733438928,0.0,2.0,353.4587438422207,1
sample.Crazy,528.6400087228719,431.19330429316864,104.03270101464125,8.0,2.0,373.91750993073146,0
sample.Crazy,663.6055406366345,225.37548828275942,113.53270101464125,-8.0,2.0,560.7038895034127,1
sample.Fire,428.81163772277966,336.16018890494473,342.0327010146413,0.0,2.0,309.1982615651326,1
sample.Walls,197.88569961555672,9.055616050482854,270.0,8.0,2.0,296.24509136215914,0
sample.Fire,381.6746460284585,338.1119769539048,87.78946413645244,0.0,2.0,260.6606498619434,1
