Target Name,Target Pos X,Target Pos Y,Target Velocity,Power,Distance,Hit
sample.Walls,412.362390963496,561.3114696510005,-6.0,2.0,434.46060583334275,0
sample.Corners,3.428487597175746,18.919881271945286,0.0,3.0,179.33346308676153,0
sample.SittingDuck,488.3645528266171,526.2116443866062,0.0,1.0,576.5172500362178,1
sample.Corners,19.607659707253703,36.37563453895197,0.0,3.0,105.82106179195205,1
sample.Walls,309.14787542565745,169.99999999999997,8.0,2.0,204.54809282516334,0
sample.SittingDuck,479.089495750014,545.6355924761673,0.0,1.0,516.6893665668613,1
sample.Fire,515.3990475252803,54.221040947207,0.0,2.0,331.61098846349296,1
sample.Walls,290.241151111889,8.315581850738084,0.0,3.0,126.1770955930967,0
sample.Corners,13.208740282870764,25.730628679015773,0.0,3.0,167.81592179911044,1
sample.SittingDuck,474.16207927475955,547.5336169562486,0.0,2.0,438.80642200173764,1
sample.Fire,567.6671308094376,44.0095499617008,-4.5,2.0,351.3320613330805,1
sample.Walls,8.88950355184653,31.467397554789255,0.0,2.0,209.07780942290762,0
sample.Crazy,156.58776495675482,273.04782120811586,-8.0,3.0,128.88594757694764,1
sample.Fire,546.380111984377,5.206584108014823,0.0,2.0,322.1599639093142,0
sample.Walls,50.975086485199455,217.43610791339586,5.0,2.0,291.2927735673936,0
sample.SittingDuck,482.19801512451363,556.0741575477151,0.0,2.0,499.12478497441816,1
sample.Fire,538.6001347419145,16.887293324290553,0.0,3.0,159.88361144180877,1
sample.SittingDuck,476.5071043215447,554.3687186632194,0.0,2.0,429.9222875748621,0
sample.Fire,565.5956947024156,52.65010476132619,0.0,2.0,236.2179359264558,1
sample.Walls,52.61621084596209,34.15261610776721,8.0,2.0,241.74192622257897,0
sample.Crazy,143.26515094008565,581.6195649869405,8.0,2.0,439.8784831302577,0
sample.Fire,532.6108327391812,13.180386007109234,0.0,2.0,234.37766555336697,1
sample.Crazy,295.28741308217354,286.9259027949848,-8.0,3.0,55.395088518715845,1
sample.Walls,51.35352145262624,600.5194069751878,3.0,2.0,460.2409501743159,0
sample.Crazy,257.50839552720646,93.38479830859407,8.0,3.0,80.15677837970226,0
sample.Fire,552.6242921417286,16.956736252819866,0.0,2.0,378.3514752011414,0
sample.Walls,803.6041451095964,544.1782803128759,0.0,1.0,609.6041609205082,0
sample.Crazy,443.6358693826545,75.86773015212358,8.0,2.0,241.49454059318373,0
sample.Walls,666.4867737165183,-11.24770232501453,8.0,1.0,524.9886977644863,0
sample.Walls,-5.251301210856752,114.10950178585622,8.0,2.0,427.11611136633684,0
sample.Crazy,28.144024605045786,560.5833034226312,2.0,2.0,335.17177177028066,1
sample.Walls,294.0,582.0,8.0,3.0,177.25349345517844,0
sample.Walls,426.28911709538386,586.1956494779814,8.0,3.0,188.90277533785292,0
sample.Crazy,265.6683720369075,150.33665561083717,8.0,3.0,173.7927700686096,1
sample.Walls,769.1772129226606,165.42954116785177,8.0,2.0,430.95518292962606,0
sample.Walls,145.00813351616694,31.654294339005958,8.0,2.0,390.49700845365015,0
sample.Walls,31.953209690951326,606.3405596516272,0.0,2.0,384.7902849915392,0
sample.Walls,791.9367590530582,501.9123650951054,8.0,2.0,407.8459306241412,0
sample.Walls,496.4434160835771,7.7013708305916,8.0,2.0,377.84976705279024,0
sample.Walls,9.153282509720782,311.39838823938356,8.0,2.0,367.3188299179082,0
sample.Walls,657.6579108111405,566.004070861361,8.0,2.0,259.12919910320596,0
sample.Walls,753.8522113013518,-7.750738784711132,0.0,1.0,535.7029572317726,0
sample.Walls,-9.882867234255457,45.13674977752703,0.0,1.0,545.4379691292289,0
sample.Walls,176.61325955063646,599.0126643917181,8.0,2.0,267.85446981156997,0
sample.Walls,779.1302597286966,296.72373239860696,8.0,2.0,347.06633816381105,0
sample.Walls,280.4686985392784,24.453797513661414,8.0,2.0,359.68822125029567,0
sample.Walls,12.487506620974784,488.3690539770556,8.0,1.6000000000000227,399.3956269307309,0
sample.Walls,633.7687536254451,106.25499278271215,0.0,3.0,41.205902833813674,1
sample.Corners,431.20904716742785,72.45509242196279,0.0,2.0,282.93146063037346,1
sample.Walls,484.552933520159,35.68837417545538,8.0,2.0,321.4928618265185,0
sample.SittingDuck,537.5674268854768,207.48041398527243,0.0,3.0,171.28825297625247,1
sample.SittingDuck,523.5658680157626,217.32207353845735,0.0,2.0,289.02189074508755,1
sample.SittingDuck,523.7656251310245,208.0071388494664,0.0,2.0,279.3891111720299,1
sample.Crazy,34.26617167301356,607.5634080005616,5.0,1.0,624.367495239148,0
sample.SittingDuck,523.501981738408,200.77095920937273,0.0,2.0,277.8132431864284,0
sample.Fire,452.24253353304414,128.06089287364262,0.0,2.0,361.008754842338,1
sample.Walls,7.50342343549454,366.14359826026936,8.0,2.0,357.8148136663962,0
sample.Fire,454.23820946713687,171.75019862854424,0.0,2.0,346.8908717519957,1
sample.Crazy,92.73997366300603,241.7941136074772,-6.0,2.0,287.95819921631215,0
sample.Crazy,218.29140066156566,444.43773042026476,-7.0,3.0,50.74696282412629,1
sample.Walls,579.066993464982,521.0940084666381,8.0,2.0,375.96275476096844,0
sample.Crazy,265.25066707310486,411.55878389185216,8.0,3.0,122.84422159447757,0
sample.Crazy,96.69244191888725,426.9836871888738,-8.0,3.0,111.92637911459857,0
sample.Walls,729.9761004708813,77.59941793325788,8.0,1.0,806.6389254960877,0
sample.Crazy,331.9472905406818,296.42368141793173,8.0,2.0,203.93603581468554,1
sample.Crazy,328.81842834660625,559.3927326492276,0.0,2.0,379.30772318139844,0
sample.Walls,64.64636332000057,436.2175803783275,8.0,2.0,287.0398175910917,0
sample.Walls,486.9628079869608,566.9806857749048,8.0,1.0,504.87313901576806,0
sample.Crazy,578.911902361016,501.9252369040111,-8.0,2.0,429.7711173032029,0
sample.Crazy,467.1630658707563,354.639117684576,8.0,2.0,227.4029388653906,0
sample.Walls,779.2972092684649,-2.3897518589141953,0.0,2.0,332.46001604067845,1
sample.Walls,543.0053164379383,552.377312183035,0.0,1.0,590.8563517363193,0
sample.Crazy,181.6660450371858,85.39561775228303,-8.0,3.0,124.1772093541443,0
sample.Walls,536.5932295912354,421.29258313617385,8.0,1.0,604.0118991987554,1
sample.Crazy,120.163269777625,273.6050096953245,8.0,3.0,168.6873972956917,0
sample.Walls,391.8380774194101,3.7184174251731577,8.0,3.0,189.29181252313845,0
sample.Walls,258.1956320850479,14.894515055059756,8.0,3.0,88.78929028090178,0
sample.SittingDuck,613.6834832106939,401.8458615905205,0.0,2.0,477.0739654963639,0
sample.Walls,137.6201939601383,16.93913039021344,8.0,3.0,98.07732528021863,0
sample.Crazy,472.4519568086222,564.9565961052866,8.0,2.0,459.07151627508375,0
sample.Fire,671.5110312750974,152.31399948590527,0.0,2.0,424.6088285787762,1
sample.Walls,49.4738519494737,595.1027689126096,0.0,2.0,469.90456520271107,1
sample.Crazy,321.71120471563563,333.6278844500559,8.0,2.0,201.671467244801,0
sample.Walls,52.00442465758702,597.3738130797905,0.0,1.0,518.9928811753446,1
sample.Crazy,536.3389654785356,507.01077116685076,8.0,2.0,480.2221087031707,0
sample.Walls,52.084342708657175,603.3106422100005,0.0,1.0,562.9885088587932,1
sample.Corners,678.873942160369,559.5721427330425,0.0,1.0,559.2066361539631,0
sample.Crazy,51.74989179819437,231.71820112570407,0.5,2.0,403.7090645004034,0
sample.Fire,718.145030436624,186.27757503331225,0.0,2.0,233.8475694597435,1
sample.Fire,716.5240732639343,145.9737881229473,0.0,3.0,58.41321170978103,1
sample.Walls,815.2861816901823,569.5200014832842,0.0,2.0,491.6482558746736,0
sample.Crazy,233.06678363241986,420.9766628684304,-8.0,2.0,483.3984168180945,0
sample.Walls,774.8362746414327,280.8041404100676,5.0,3.0,193.36146724276352,1
sample.Crazy,359.88548915307894,398.93019422775194,8.0,2.0,255.5827420127624,0
sample.Crazy,517.0436347589512,514.321275620434,-8.0,2.0,255.29254408928034,0
sample.Fire,751.9430030250643,85.32786030833014,0.0,2.0,274.1639281443333,1
sample.Crazy,79.87183657765257,590.83555242899,8.0,1.0,514.1743907881793,0
sample.Walls,805.5345353877215,559.9643570401171,0.0,2.0,447.7176051682787,1
sample.Fire,773.274543889202,104.90329635159429,1.0,2.0,320.57740198108525,0
sample.Crazy,33.53863638109851,314.5603756774007,-3.0,2.0,393.8389603651535,0
sample.Fire,723.165316743373,106.3780241184547,0.0,2.0,292.82768759057495,1
sample.Crazy,196.22054848508742,399.5954693574047,-8.0,2.0,232.4290574924275,0
sample.Fire,755.637403063585,142.32108163551075,0.0,2.0,320.78892941456263,0
sample.Crazy,338.6854246971709,581.6307047881376,4.0,2.0,283.33863557057884,1
sample.Fire,737.6424821548226,94.21739237908287,0.0,2.0,349.9769497850482,1
sample.Crazy,354.3590285534811,219.70445011949116,-3.0,3.0,46.72825184652991,1
sample.Fire,737.6282755724836,89.26829231180875,0.0,2.0,347.48492672393684,1
sample.Crazy,28.926851208838343,480.2259881072108,1.0,2.0,414.1445462693985,0
sample.Fire,770.2462145039834,117.6259912435338,0.0,2.0,357.71306105098273,0
sample.Crazy,24.316013006053254,422.39058532403084,0.0,2.0,398.0726847475233,1
sample.Fire,769.0359329329247,117.08194826612186,0.0,2.0,374.2523181762865,0
sample.Corners,269.8699628519492,595.7148915805383,0.0,2.0,463.3140078425957,0
sample.Fire,627.3295513476374,68.43806479416726,0.0,3.0,181.45317084381196,1
sample.Crazy,485.28475328196856,34.16386277087885,-6.0,3.0,79.03062515225625,1
sample.Walls,37.19642790433659,476.6480824758595,8.0,2.0,465.3096736519429,1
sample.Fire,640.2813311865792,22.44881307414755,0.0,2.0,202.03102851496018,0
sample.Crazy,474.41697072294573,17.200042040028535,-2.0,3.0,123.15587973547139,0
sample.Crazy,458.4026691645424,244.13049658640728,-3.0,3.0,44.7539939864722,1
sample.Corners,43.20357054572946,613.9339073075489,0.0,1.0,567.5849432076883,1
sample.Walls,385.6032845379442,447.89241499430017,8.0,2.0,232.8211254900699,0
sample.SittingDuck,332.5254227597553,358.4056528864608,0.0,3.0,156.12129035146666,1
sample.Corners,47.8219319361599,605.7354024310883,0.0,1.0,527.2289030859525,1
sample.Fire,617.1901109026721,42.375864973304175,0.0,2.0,314.6204922811128,1
sample.Corners,51.860080759718215,606.5310633241374,0.0,1.0,586.3185012689329,1
sample.Fire,649.674404449214,99.38701836421656,0.0,2.0,261.0545072052861,1
sample.Walls,441.83336276418424,329.7712623791979,8.0,2.0,200.69997252662412,0
sample.Walls,31.283337286188413,353.46610500731896,0.0,2.0,333.3470992854,0
sample.Fire,613.536123075402,58.958313575544366,0.0,2.0,268.6100993081341,0
sample.Crazy,734.920683543884,388.3827474060404,-8.0,2.0,463.45480630472343,0
sample.Walls,31.56433216848987,352.74222593817217,0.0,2.0,322.831828653095,1
sample.Crazy,512.5334018849251,308.0826266697577,8.0,2.0,248.25427350617898,0
sample.Walls,42.63463984054276,503.02381921905896,8.0,2.0,392.2144228081056,0
sample.Crazy,422.22380844921145,271.7708327064341,8.0,2.0,217.59489000005874,0
sample.Crazy,42.86544904633795,210.6237151627595,8.0,3.0,134.30553611334076,1
sample.Walls,632.3730612423117,551.1547059968782,8.0,1.0,647.2643994923651,0
sample.Fire,622.0042893975132,9.841547841955332,0.0,2.0,427.9164124946305,1
sample.Walls,789.578339172104,194.71366372876014,8.0,2.0,447.4051364181945,0
sample.Walls,174.9473595704792,74.54857865114428,8.0,2.0,325.65028559993664,0
sample.Walls,63.7523545890607,468.88291299322765,8.0,1.0,741.8530357116216,0
sample.Walls,364.24317441681075,605.6647155101455,8.0,2.0,451.5014986382622,0
sample.Walls,733.287343694254,155.9506661689423,8.0,2.0,299.82637087613966,0
sample.Walls,385.3394700564747,27.34769869096283,8.0,2.0,468.77401591186396,0
sample.Walls,-2.7366857762270342,209.49797447383844,8.0,2.0,481.06756204092966,0
sample.Walls,476.9601224760281,544.4436256107474,8.0,2.0,231.13966907869033,0
sample.Walls,744.7025790542602,235.71070347544554,8.0,1.0,691.1309817528291,0
sample.Walls,563.3915277549937,-14.782314153755863,8.0,1.0,556.0782618204978,0
sample.Walls,57.16965719545994,346.57309904120063,8.0,2.0,225.56906569206967,1
sample.Walls,231.7862966257895,585.9528350047005,8.0,2.0,472.1090389333196,0
sample.SittingDuck,646.7611945295105,439.20723478328284,0.0,2.0,349.1527790694627,1
sample.Corners,516.618457613387,6.643580290381152,5.0,3.0,196.3205113852099,0
sample.Walls,89.23196111238394,36.311863439709256,8.0,2.0,288.03778180606673,0
sample.SittingDuck,646.113839673948,439.6515920789367,0.0,2.0,337.12640955427594,1
sample.Crazy,494.6944014845069,248.4113853649502,-8.0,3.0,98.68066150422744,0
sample.Crazy,535.7161365797303,129.05882284066968,-8.0,3.0,140.8694173818261,0
sample.Walls,45.55282126974461,603.3480990470168,2.0,2.0,453.33477687604216,0
sample.SittingDuck,642.882731868313,435.5250464095765,0.0,2.0,348.07239405092196,0
sample.Corners,772.4825610991388,-1.1979022110294864,0.0,1.0,518.0209645712337,0
sample.Fire,513.2554906712296,302.43498605911776,0.0,2.0,227.0884635361391,1
